Name,Bugs,Bugs_Score,Vulnerabilities,Vulnerabilities_Score,Hotspots_Reviewed,Hotspots_Reviewed_Score,Debt,Code_Smells,Code_Smells_Score,Coverage,Lines,Duplicated_Blocks,Total Score,Badges Score
GamiCode,2,C,0,A,6,E,2h 27min,25,A,0.0%,0.0%,0,70.0,Code Smells; Vulnerabilities; No duplications
